monthyear,Season,year,percent_coral_cover,num_fish,num_seagrass,water_temp,seasonal_water_temp,annual_water_temp
2001-01-01,Wet/Hot,2001,22.18021866666667,67,0.030927835051546393,NA,27.4935029390681,NA
2001-02-01,Wet/Hot,2001,22.14002,61,0.018292682926829267,NA,27.4935029390681,NA
2001-03-01,Wet/Hot,2001,22.093844,57.833333333333336,NA,NA,27.4935029390681,NA
2001-04-01,Dry/Cool,2001,22.048355333333333,46,NA,NA,24.932836538461537,NA
2001-05-01,Dry/Cool,2001,22.009914666666667,52,NA,NA,24.932836538461537,NA
2001-06-01,Dry/Cool,2001,21.971933999999997,100,NA,NA,24.932836538461537,NA
2001-07-01,Dry/Cool,2001,21.934381666666667,81.85714285714286,NA,NA,24.932836538461537,NA
2001-08-01,Dry/Cool,2001,21.891081,58,0.8644859813084113,NA,24.932836538461537,NA
2001-09-01,Dry/Cool,2001,21.848246,63.45454545454545,NA,24.932836538461537,24.932836538461537,NA
2001-10-01,Wet/Hot,2001,21.811892,NA,NA,26.03706935483871,27.4935029390681,NA
2001-11-01,Wet/Hot,2001,21.775829333333334,53.1,1.0748299319727892,27.617623333333334,27.4935029390681,NA
2001-12-01,Wet/Hot,2001,21.740026666666665,NA,0.4666666666666667,28.82581612903226,27.4935029390681,NA
2002-01-01,Wet/Hot,2002,21.6985515,NA,NA,29.389112903225808,27.857617402073732,26.50301448956733
2002-02-01,Wet/Hot,2002,21.657326666666666,57.5,NA,29.66855892857143,27.857617402073732,26.50301448956733
2002-03-01,Wet/Hot,2002,21.622169,NA,NA,28.60022580645161,27.857617402073732,26.50301448956733
2002-04-01,Dry/Cool,2002,21.587138666666668,NA,NA,27.501235,25.148411577060934,26.50301448956733
2002-05-01,Dry/Cool,2002,21.552205333333333,NA,NA,26.331733870967742,25.148411577060934,26.50301448956733
2002-06-01,Dry/Cool,2002,21.511532250000002,NA,NA,24.826293333333332,25.148411577060934,26.50301448956733
2002-07-01,Dry/Cool,2002,21.4709,74.88888888888889,NA,23.68163870967742,25.148411577060934,26.50301448956733
2002-08-01,Dry/Cool,2002,21.436071666666667,79,NA,23.837593548387098,25.148411577060934,26.50301448956733
2002-09-01,Dry/Cool,2002,21.401209666666666,63.09090909090909,NA,24.711975000000002,25.148411577060934,26.50301448956733
2002-10-01,Wet/Hot,2002,21.366285666666666,72,1.330827067669173,25.434112903225806,27.857617402073732,26.50301448956733
2002-11-01,Wet/Hot,2002,21.3254175,56.30769230769231,0.975736568457539,26.33721,27.857617402073732,26.50301448956733
2002-12-01,Wet/Hot,2002,21.284386,63.25,0.509009009009009,27.716483870967743,27.857617402073732,26.50301448956733
2003-01-01,Wet/Hot,2003,21.249040666666666,NA,0.5357142857142857,28.368451612903225,27.769142950588837,26.562284369559652
2003-02-01,Wet/Hot,2003,21.213505666666666,NA,1.1666666666666667,29.122910714285716,27.769142950588837,26.562284369559652
2003-03-01,Wet/Hot,2003,21.177752666666667,58.666666666666664,NA,28.320005000000002,27.769142950588837,26.562284369559652
2003-04-01,Dry/Cool,2003,21.135718,NA,NA,27.811206666666667,25.355425788530468,26.562284369559652
2003-05-01,Dry/Cool,2003,21.093320333333335,4,NA,26.131279032258064,25.355425788530468,26.562284369559652
2003-06-01,Dry/Cool,2003,21.056634333333335,NA,NA,25.26229,25.355425788530468,26.562284369559652
2003-07-01,Dry/Cool,2003,21.019606333333332,NA,NA,24.076059677419355,25.355425788530468,26.562284369559652
2003-08-01,Dry/Cool,2003,20.982209333333333,80.22222222222223,NA,24.15061935483871,25.355425788530468,26.562284369559652
2003-09-01,Dry/Cool,2003,20.9380625,64.5,1.4681181959564542,24.7011,25.355425788530468,26.562284369559652
2003-10-01,Wet/Hot,2003,20.893359,62.3,0.626099706744868,25.989112903225806,27.769142950588837,26.562284369559652
2003-11-01,Wet/Hot,2003,20.854532,69,0.8695652173913043,26.512451666666667,27.769142950588837,26.562284369559652
2003-12-01,Wet/Hot,2003,20.815216666666668,NA,0.6328125,28.301925806451614,27.769142950588837,26.562284369559652
2004-01-01,Wet/Hot,2004,20.768677500000003,62.23076923076923,NA,29.09838387096774,27.865086651393966,26.394686676951462
2004-02-01,Wet/Hot,2004,20.721429999999998,56.8,NA,29.196643103448277,27.865086651393966,26.394686676951462
2004-03-01,Wet/Hot,2004,20.680292666666666,NA,NA,28.739120967741933,27.865086651393966,26.394686676951462
2004-04-01,Dry/Cool,2004,20.638551333333332,61.22222222222222,NA,27.002998333333334,24.92428670250896,26.394686676951462
2004-05-01,Dry/Cool,2004,20.59618,50,0.3697478991596639,26.013269354838712,24.92428670250896,26.394686676951462
2004-06-01,Dry/Cool,2004,20.553153,NA,NA,24.41589,24.92428670250896,26.394686676951462
2004-07-01,Dry/Cool,2004,20.50206875,NA,0.5606060606060606,23.625090322580647,24.92428670250896,26.394686676951462
2004-08-01,Dry/Cool,2004,20.45006233333333,83.14285714285714,NA,24.12183387096774,24.92428670250896,26.394686676951462
2004-09-01,Dry/Cool,2004,20.404665666666666,75,0.3812154696132597,24.366638333333334,24.92428670250896,26.394686676951462
2004-10-01,Wet/Hot,2004,20.358503333333335,NA,1.0359897172236503,25.298416666666668,27.865086651393966,26.394686676951462
2004-11-01,Wet/Hot,2004,20.311551666666666,66.11111111111111,0.6134453781512605,27.172171428571428,27.865086651393966,26.394686676951462
2004-12-01,Wet/Hot,2004,20.2557165,73.66666666666667,1.0217391304347827,27.685783870967743,27.865086651393966,26.394686676951462
2005-01-01,Wet/Hot,2005,20.198790666666667,64.25,0.4634146341463415,28.269977419354838,27.817919054019455,26.291285136328725
2005-02-01,Wet/Hot,2005,20.149032666666667,67.33333333333333,0.2988505747126437,28.978403571428572,27.817919054019455,26.291285136328725
2005-03-01,Wet/Hot,2005,20.098382333333333,54.5,0.425,28.272574193548387,27.817919054019455,26.291285136328725
2005-04-01,Dry/Cool,2005,20.046816333333332,50.2,NA,27.16252666666667,24.764651218637994,26.291285136328725
2005-05-01,Dry/Cool,2005,19.9854375,62.142857142857146,NA,25.827403225806453,24.764651218637994,26.291285136328725
2005-06-01,Dry/Cool,2005,19.922808666666665,NA,NA,24.573746666666665,24.764651218637994,26.291285136328725
2005-07-01,Dry/Cool,2005,19.868029666666665,NA,NA,23.583890322580643,24.764651218637994,26.291285136328725
2005-08-01,Dry/Cool,2005,19.812238666666666,NA,NA,23.228487096774195,24.764651218637994,26.291285136328725
2005-09-01,Dry/Cool,2005,19.755416333333333,NA,NA,24.211853333333334,24.764651218637994,26.291285136328725
2005-10-01,Wet/Hot,2005,19.68775575,66,0.9665071770334929,26.00513548387097,27.817919054019455,26.291285136328725
2005-11-01,Wet/Hot,2005,19.618700333333333,66.4,0.7379310344827587,27.080133333333333,27.817919054019455,26.291285136328725
2005-12-01,Wet/Hot,2005,19.558290333333332,68,0.9047619047619048,28.301290322580645,27.817919054019455,26.291285136328725
2006-01-01,Wet/Hot,2006,19.496761,64,NA,28.5536,27.901836251920123,26.568750142089094
2006-02-01,Wet/Hot,2006,19.434093999999998,NA,NA,29.133414285714284,27.901836251920123,26.568750142089094
2006-03-01,Wet/Hot,2006,19.359482749999998,64,NA,28.24371935483871,27.901836251920123,26.568750142089094
2006-04-01,Dry/Cool,2006,19.283345,NA,NA,27.552066666666665,25.235664032258065,26.568750142089094
2006-05-01,Dry/Cool,2006,19.216763999999998,60.63636363636363,NA,25.384429032258065,25.235664032258065,26.568750142089094
2006-06-01,Dry/Cool,2006,19.149014,NA,NA,23.802326666666666,25.235664032258065,26.568750142089094
2006-07-01,Dry/Cool,2006,19.08012533333333,60.583333333333336,NA,24.77017,25.235664032258065,26.568750142089094
2006-08-01,Dry/Cool,2006,18.9983245,NA,NA,24.69284516129032,25.235664032258065,26.568750142089094
2006-09-01,Dry/Cool,2006,18.915135666666668,70.4,NA,25.212146666666666,25.235664032258065,26.568750142089094
2006-10-01,Wet/Hot,2006,18.842679,77,NA,25.692990322580645,27.901836251920123,26.568750142089094
2006-11-01,Wet/Hot,2006,18.769219,59.30769230769231,0.940387481371088,27.3762,27.901836251920123,26.568750142089094
2006-12-01,Wet/Hot,2006,18.68225875,NA,0.640625,28.411093548387097,27.901836251920123,26.568750142089094
2007-01-01,Wet/Hot,2007,18.594084666666667,66.4,NA,29.896245161290324,28.678311943164363,27.194751258320533
2007-02-01,Wet/Hot,2007,18.517503,NA,NA,29.458807142857143,28.678311943164363,27.194751258320533
2007-03-01,Wet/Hot,2007,18.440052,56.63636363636363,0.8872180451127819,29.30068064516129,28.678311943164363,27.194751258320533
2007-04-01,Dry/Cool,2007,18.361761333333334,NA,1,27.80551,25.711190573476703,27.194751258320533
2007-05-01,Dry/Cool,2007,18.282661333333333,50.5,NA,27.20969677419355,25.711190573476703,27.194751258320533
2007-06-01,Dry/Cool,2007,18.189372249999998,80,NA,25.538603333333334,25.711190573476703,27.194751258320533
2007-07-01,Dry/Cool,2007,18.095118333333332,6,0.1388888888888889,24.345193548387098,25.711190573476703,27.194751258320533
2007-08-01,Dry/Cool,2007,18.013539,70.66666666666667,NA,24.221606451612903,25.711190573476703,27.194751258320533
2007-09-01,Dry/Cool,2007,17.93128,81,0.8591549295774648,25.146533333333334,25.711190573476703,27.194751258320533
2007-10-01,Wet/Hot,2007,17.834471999999998,NA,1.2093821510297482,26.423590322580644,28.678311943164363,27.194751258320533
2007-11-01,Wet/Hot,2007,17.73686633333333,71.5,0.8448979591836735,27.9061,28.678311943164363,27.194751258320533
2007-12-01,Wet/Hot,2007,17.65255433333333,72.7,0.6434108527131783,29.084448387096774,28.678311943164363,27.194751258320533
2008-01-01,Wet/Hot,2008,17.56769,59.857142857142854,0.2682926829268293,29.729277419354837,29.572962588060808,NA
2008-02-01,Wet/Hot,2008,17.482300666666667,62.5,1.0268456375838926,29.578610344827585,29.572962588060808,NA
2008-03-01,Wet/Hot,2008,17.38204025,60,0.24749163879598662,29.411,29.572962588060808,NA
2008-04-01,Dry/Cool,2008,17.281179,75.75,1,NA,NA,NA
2008-05-01,Dry/Cool,2008,17.194245,68.73333333333333,NA,NA,NA,NA
2008-06-01,Dry/Cool,2008,17.106908,55.72727272727273,1.0039421813403417,NA,NA,NA
2008-07-01,Dry/Cool,2008,17.019195,NA,0.6461538461538462,NA,NA,NA
2008-08-01,Dry/Cool,2008,16.91641325,NA,0.5660377358490566,NA,NA,NA
2008-09-01,Dry/Cool,2008,16.81322,NA,0.28337874659400547,NA,NA,NA
2008-10-01,Wet/Hot,2008,16.724447666666666,81,1.0889261744966443,NA,29.572962588060808,NA
2008-11-01,Wet/Hot,2008,16.635414,68.9375,0.9900662251655629,NA,29.572962588060808,NA
2008-12-01,Wet/Hot,2008,16.546145333333335,53.333333333333336,0.49736842105263157,NA,29.572962588060808,NA
2009-01-01,Wet/Hot,2009,16.44172975,68.2,NA,NA,27.67955322580645,NA
2009-02-01,Wet/Hot,2009,16.337080666666665,61.333333333333336,NA,NA,27.67955322580645,NA
2009-03-01,Wet/Hot,2009,16.247211333333333,44.5,NA,NA,27.67955322580645,NA
2009-04-01,Dry/Cool,2009,16.157215333333333,66.1,0.20491803278688525,NA,NA,NA
2009-05-01,Dry/Cool,2009,16.067117,49.1,0.9259259259259259,NA,NA,NA
2009-06-01,Dry/Cool,2009,15.976939666666667,NA,0,NA,NA,NA
2009-07-01,Dry/Cool,2009,15.87166425,NA,NA,NA,NA,NA
2009-08-01,Dry/Cool,2009,15.766352666666666,NA,0.5422535211267606,NA,NA,NA
2009-09-01,Dry/Cool,2009,15.676081666666667,NA,NA,NA,NA,NA
2009-10-01,Wet/Hot,2009,15.585831666666666,65.72727272727273,0.8242229367631297,NA,27.67955322580645,NA
2009-11-01,Wet/Hot,2009,15.48059825,73.33333333333333,0.5322884012539185,27.4181,27.67955322580645,NA
2009-12-01,Wet/Hot,2009,15.375453666666667,NA,0.49264705882352944,27.941006451612903,27.67955322580645,NA
2010-01-01,Wet/Hot,2010,15.285431333333333,61.625,NA,28.570243548387097,28.0944855062724,26.926766288082437
2010-02-01,Wet/Hot,2010,15.195523333333334,57.125,2.6296296296296298,29.1484625,28.0944855062724,26.926766288082437
2010-03-01,Wet/Hot,2010,15.105750666666667,74.55555555555556,NA,28.533070967741935,28.0944855062724,26.926766288082437
2010-04-01,Dry/Cool,2010,15.016132333333333,74,NA,27.174468333333333,25.759047069892475,26.926766288082437
2010-05-01,Dry/Cool,2010,14.91180725,NA,NA,26.36220483870968,25.759047069892475,26.926766288082437
2010-06-01,Dry/Cool,2010,14.807739,NA,0.2611232676878191,25.295180000000002,25.759047069892475,26.926766288082437
2010-07-01,Dry/Cool,2010,14.71878,NA,NA,24.641970967741937,25.759047069892475,26.926766288082437
2010-08-01,Dry/Cool,2010,14.63006,NA,NA,24.940201612903223,25.759047069892475,26.926766288082437
2010-09-01,Dry/Cool,2010,14.526889,NA,NA,26.140256666666666,25.759047069892475,26.926766288082437
2010-10-01,Wet/Hot,2010,14.424078666666666,76,0.4461181923522596,26.523116129032257,28.0944855062724,26.926766288082437
2010-11-01,Wet/Hot,2010,14.336286666666666,51,0.3941311852704258,27.040816666666665,28.0944855062724,26.926766288082437
2010-12-01,Wet/Hot,2010,14.248809666666666,54.44444444444444,0.22807017543859648,28.75120322580645,28.0944855062724,26.926766288082437
2011-01-01,Wet/Hot,2011,14.147187,59,NA,29.02172741935484,28.697387831429907,NA
2011-02-01,Wet/Hot,2011,14.0604335,71.75,NA,28.607726397515528,28.697387831429907,NA
2011-03-01,Wet/Hot,2011,13.9740885,54.583333333333336,0.23008849557522124,28.462709677419355,28.697387831429907,NA
2011-04-01,Dry/Cool,2011,13.873802,56.5,NA,26.97483,26.97483,NA
2011-05-01,Dry/Cool,2011,13.788288333333334,52.111111111111114,0.11926605504587157,NA,26.97483,NA
2011-06-01,Dry/Cool,2011,13.703191333333333,NA,0.08303249097472924,NA,26.97483,NA
2011-07-01,Dry/Cool,2011,13.646683,NA,NA,NA,26.97483,NA
